1,not_started,未开始,2025-03-16 04:56:40.902694 +00:00
2,in_progress,进行中,2025-03-16 04:56:40.902694 +00:00
3,completed,已完成,2025-03-16 04:56:40.902694 +00:00
4,abnormal,异常,2025-03-16 04:56:40.902694 +00:00
